Gene,TCGA-AF-2687-01A-02D-1734-05,TCGA-AF-2690-01A-02D-1734-05,TCGA-AF-2693-01A-02D-1734-05,TCGA-AF-3911-01A-01D-1734-05,TCGA-AF-4110-01A-02D-1734-05,TCGA-AF-6136-01A-11D-1828-05,TCGA-AF-6655-01A-11D-1828-05,TCGA-AF-6672-01A-11D-1828-05,TCGA-AF-A56K-01A-32D-A39G-05,TCGA-AF-A56L-01A-31D-A39G-05,TCGA-AF-A56N-01A-12D-A39G-05,TCGA-AG-3591-01A-01D-1734-05,TCGA-AG-3592-01A-02D-1734-05,TCGA-AG-3725-01A-11D-1734-05,TCGA-AG-3731-01A-11D-1734-05,TCGA-AG-3732-01A-11D-1658-05,TCGA-AG-3742-01A-11D-1658-05,TCGA-AG-4021-01A-01D-1734-05,TCGA-AG-4022-01A-01D-1734-05,TCGA-AG-A01W-01A-21D-A081-05,TCGA-AG-A01Y-01A-41D-A081-05,TCGA-AG-A020-01A-21D-A081-05,TCGA-AG-A026-01A-32D-A081-05,TCGA-AG-A02N-01A-11D-A081-05,TCGA-AG-A036-01A-12D-A081-05,TCGA-AH-6544-01A-11D-1828-05,TCGA-AH-6547-01A-11D-1828-05,TCGA-AH-6549-01A-11D-1828-05,TCGA-AH-6643-01A-11D-1828-05,TCGA-AH-6644-01A-21D-1828-05,TCGA-AH-6897-01A-11D-1926-05,TCGA-AH-6903-01A-11D-1926-05,TCGA-BM-6198-01A-11D-1734-05,TCGA-CI-6619-01B-11D-1828-05,TCGA-CI-6620-01A-11D-1828-05,TCGA-CI-6621-01A-11D-1828-05,TCGA-CI-6622-01A-11D-1828-05,TCGA-CI-6623-01B-11D-1828-05,TCGA-CI-6624-01C-11D-1828-05,TCGA-CL-4957-01A-01D-1734-05,TCGA-CL-5917-01A-11D-1658-05,TCGA-CL-5918-01A-11D-1658-05,TCGA-DC-4745-01A-01D-1734-05,TCGA-DC-4749-01A-01D-1734-05,TCGA-DC-5337-01A-01D-1658-05,TCGA-DC-5869-01A-01D-1658-05,TCGA-DC-6154-01A-31D-1926-05,TCGA-DC-6155-01A-11D-1658-05,TCGA-DC-6156-01A-11D-1658-05,TCGA-DC-6157-01A-11D-1658-05,TCGA-DC-6158-01A-11D-1658-05,TCGA-DC-6160-01A-11D-1658-05,TCGA-DC-6681-01A-11D-1828-05,TCGA-DC-6682-01A-11D-1828-05,TCGA-DC-6683-01A-11D-1828-05,TCGA-DT-5265-01A-21D-1828-05,TCGA-DY-A0XA-01A-11D-A153-05,TCGA-DY-A1DC-01A-31D-A153-05,TCGA-DY-A1DD-01A-21D-A153-05,TCGA-DY-A1DE-01A-11D-A153-05,TCGA-DY-A1DF-01A-11D-A153-05,TCGA-DY-A1DG-01A-11D-A153-05,TCGA-DY-A1H8-01A-21D-A153-05,TCGA-EF-5830-01A-01D-1658-05,TCGA-EF-5831-01A-01D-1658-05,TCGA-EI-6506-01A-11D-1734-05,TCGA-EI-6507-01A-11D-1734-05,TCGA-EI-6508-01A-11D-1734-05,TCGA-EI-6509-01A-11D-1734-05,TCGA-EI-6510-01A-11D-1734-05,TCGA-EI-6511-01A-11D-1734-05,TCGA-EI-6512-01A-11D-1734-05,TCGA-EI-6513-01A-21D-1734-05,TCGA-EI-6514-01A-11D-1734-05,TCGA-EI-6881-01A-11D-1926-05,TCGA-EI-6882-01A-11D-1926-05,TCGA-EI-6883-01A-31D-1926-05,TCGA-EI-6884-01A-11D-1926-05,TCGA-EI-6885-01A-11D-1926-05,TCGA-EI-6917-01A-11D-1926-05,TCGA-EI-7002-01A-11D-1926-05,TCGA-EI-7004-01A-11D-1926-05,TCGA-F5-6464-01A-11D-1734-05,TCGA-F5-6465-01A-11D-1734-05,TCGA-F5-6571-01A-12D-1828-05,TCGA-F5-6702-01A-11D-1828-05,TCGA-F5-6810-01A-11D-1828-05,TCGA-F5-6811-01A-11D-1828-05,TCGA-F5-6812-01A-11D-1828-05,TCGA-F5-6813-01A-11D-1828-05,TCGA-F5-6814-01A-31D-1926-05,TCGA-F5-6861-01A-11D-1926-05,TCGA-F5-6863-01A-11D-1926-05,TCGA-F5-6864-01A-11D-1926-05,TCGA-G5-6233-01A-11D-1734-05,TCGA-G5-6235-01A-11D-1734-05,TCGA-G5-6572-01A-11D-1828-05,TCGA-G5-6572-02A-12D-1828-05,TCGA-G5-6641-01A-11D-1828-05
TIMELESS,0.044062654,0.05650731,0.043793004,0.046095844,0.042176465,0.046358849,0.04842643,0.041111742,0.056583268,0.040907467,0.044184885,0.039008628,0.042543901,0.034463468,0.035096871,0.045402003,0.040088046,0.038171781,0.04962226,0.045937102,0.060653819,0.05647122,0.057520831,0.049197943,0.04738363,0.053330284,0.045940214,0.038032352,0.048826059,0.042772627,0.042229008,0.050742004,0.033852231,0.039993472,0.040697892,0.044990612,0.040211374,0.045694802,0.044824117,0.042017519,0.039613967,0.044966526,0.051470069,0.040480709,0.045041317,0.05183311,0.058929844,0.046620645,0.045795957,0.044678098,0.049982673,0.039220101,0.043828097,0.041526554,0.041809314,0.048018557,0.046470921,0.046780742,0.045514931,0.036992955,0.062787605,0.046265446,0.040910566,0.058774715,0.050601243,0.049694041,0.039561183,0.038559426,0.035830293,0.039367208,0.038436334,0.035299313,0.038395253,0.047554049,0.061173063,0.050469036,0.049937182,0.049930448,0.041802675,0.065501867,0.045074671,0.053546152,0.042737522,0.044876993,0.048348671,0.045119884,0.043048064,0.039874454,0.04389259,0.043816451,0.053085275,0.05316425,0.045331393,0.051597808,0.032841973,0.053601246,0.046521717,0.06583019,0.037768908
TIMP1,0.201963889,0.310050494,0.192764563,0.207992326,0.200007811,0.4004906,0.185890508,0.193731693,0.189660336,0.366729237,0.334588219,0.225705446,0.189332243,0.267918367,0.197706873,0.269539124,0.327883344,0.262214928,0.300573501,0.322215736,0.251190299,0.358640059,0.213305944,0.228273004,0.226469034,0.208632193,0.505444968,0.201021648,0.205550197,0.202535349,0.190683108,0.197242047,0.193427948,0.202328879,0.271282971,0.201924045,0.209638762,0.200749789,0.415569571,0.272962636,0.238963225,0.245985177,0.309970797,0.198256887,0.195995273,0.246359999,0.213436265,0.431027405,0.200812036,0.204820183,0.186769935,0.201182819,0.504808435,0.185549865,0.18923928,0.190285266,0.250620296,0.29683474,0.311818037,0.182665403,0.228962849,0.211652,0.429447351,0.209907188,0.212834359,0.568137402,0.199382258,0.404820625,0.193025715,0.225176922,0.188886848,0.340057303,0.191381476,0.387008451,0.218048418,0.228597185,0.220857722,0.214170894,0.2309443,0.221359617,0.206740259,0.346768702,0.387620947,0.396973668,0.366956113,0.196339234,0.198864703,0.269231723,0.208205336,0.202314627,0.194302303,0.509292588,0.584587737,0.291655947,0.19917462,0.200362952,0.203537885,0.333311792,0.204680656
TIMP4,0.24329341,0.32951144,0.217955541,0.120577422,0.295952829,0.174518555,0.219967723,0.179609571,0.285214356,0.294996723,0.230350213,0.209022448,0.204275026,0.099806897,0.292685786,0.234456402,0.157332472,0.23624225,0.194806382,0.21887143,0.307935742,0.189968467,0.209875936,0.219796611,0.175068467,0.26892266,0.362619242,0.243848812,0.223959279,0.219271016,0.104822909,0.190085539,0.279956654,0.318887578,0.207951175,0.339416298,0.197851548,0.200654543,0.31571364,0.222330229,0.169444391,0.1526415,0.199875179,0.130449787,0.264297942,0.215445556,0.224056707,0.208133853,0.404160259,0.21867262,0.272735308,0.269421785,0.246552298,0.350702237,0.24846332,0.283376261,0.244239704,0.211123604,0.194575135,0.166976362,0.178316787,0.117581167,0.223588764,0.212345319,0.170440091,0.243419228,0.424838047,0.144240703,0.11904244,0.192898204,0.282963876,0.171423468,0.229752577,0.187384952,0.203208088,0.188393769,0.282949613,0.251075809,0.296530226,0.308573797,0.257061767,0.298350083,0.426816254,0.303369508,0.209900703,0.342198715,0.271056373,0.204968367,0.310589969,0.341125644,0.372584658,0.260447993,0.229384225,0.305120745,0.204666453,0.220496399,0.231779803,0.437674846,0.261626644
TIPIN,0.295881558,0.284423156,0.280600751,0.271003565,0.289873205,0.279727234,0.289257165,0.290059452,0.265657474,0.268960278,0.294513861,0.267516689,0.26154561,0.259605867,0.292119995,0.285507444,0.298253619,0.271424895,0.282109782,0.291351405,0.281438695,0.28118283,0.279035174,0.288592051,0.29538978,0.28708568,0.324643399,0.312253747,0.309996075,0.289812039,0.278896049,0.308433018,0.312634752,0.325811303,0.286439971,0.288186376,0.287319995,0.308918591,0.311567246,0.277325821,0.277059848,0.279916434,0.274330577,0.272665849,0.281185341,0.291758273,0.27713972,0.294069609,0.295560141,0.294458906,0.293020658,0.294532538,0.291966153,0.335649255,0.294201358,0.301191453,0.275673206,0.282954179,0.287963901,0.283068156,0.283169446,0.270889351,0.277695568,0.29240988,0.295316134,0.313461284,0.301743488,0.275929028,0.265151851,0.277971726,0.297054622,0.271613967,0.290718442,0.270586435,0.308737397,0.27609966,0.303859336,0.331528705,0.309121841,0.347036365,0.29438141,0.293878024,0.295073976,0.287176571,0.285918739,0.302206038,0.27473058,0.287526955,0.311951969,0.310125209,0.291773073,0.299828561,0.289194662,0.313408288,0.289907262,0.300369629,0.285638409,0.324126972,0.287155555
TJP1,0.050939966,0.053384026,0.06452671,0.035465151,0.084756605,0.065218215,0.044977738,0.047648955,0.052381862,0.052348474,0.053717729,0.037026009,0.040804047,0.039355903,0.076222324,0.089452161,0.05012226,0.028684826,0.039648436,0.062435551,0.063208871,0.048225328,0.038942933,0.053628952,0.063474585,0.054938869,0.163930465,0.043970547,0.03249509,0.045441388,0.044530195,0.051518446,0.065667781,0.080189619,0.059723971,0.064955449,0.059321772,0.051469042,0.069038734,0.043315317,0.039450594,0.048973836,0.036241632,0.034156139,0.069094783,0.062471707,0.040289023,0.053502016,0.075905393,0.048565851,0.060565183,0.080446593,0.052290866,0.063278861,0.049814729,0.050205846,0.058162449,0.052043968,0.039783199,0.041394277,0.036154713,0.033882403,0.040966841,0.045165401,0.070625414,0.057432147,0.067078973,0.031872229,0.026029079,0.066185128,0.072697181,0.038462366,0.033658355,0.037083554,0.058138679,0.066540493,0.063325116,0.088998595,0.05639845,0.083201406,0.046997707,0.0516872,0.073985273,0.060586874,0.077338448,0.086745594,0.04885481,0.051199326,0.084265906,0.082844739,0.070549816,0.079772965,0.050760626,0.059730615,0.06266383,0.041945366,0.044708609,0.065915099,0.072468141
TKT,0.149439612,0.158116273,0.228011674,0.139536116,0.185515076,0.129320694,0.166505963,0.137594701,0.18006981,0.195654242,0.127534216,0.130529989,0.124415732,0.146561148,0.135454481,0.145105868,0.127784734,0.101963225,0.150563524,0.124213933,0.117375917,0.22443797,0.140198112,0.088488567,0.122604866,0.181234086,0.189523575,0.149245952,0.154701112,0.133071161,0.129104114,0.164165988,0.143642805,0.19634064,0.14378318,0.201335483,0.125638524,0.131428018,0.139140316,0.158103528,0.171510992,0.101671361,0.19126605,0.123125568,0.114073803,0.154230904,0.128230642,0.154301755,0.194176216,0.169527425,0.15260938,0.211120535,0.209038705,0.188515253,0.202741791,0.182632029,0.188680298,0.158572685,0.170557748,0.122092583,0.119763906,0.104693694,0.106065983,0.195280245,0.222075556,0.198572245,0.165865622,0.175054332,0.142539679,0.2318738,0.209980607,0.168747928,0.155042032,0.209325775,0.192879701,0.130283092,0.185924759,0.145127903,0.120319731,0.205552881,0.158582038,0.144313283,0.167417258,0.122137074,0.140981204,0.145616171,0.154300534,0.162000832,0.18853045,0.218653414,0.089365475,0.139200451,0.153807426,0.163011695,0.180150617,0.169683017,0.158433147,0.224292011,0.170879004
TLE4,0.038807957,0.040244345,0.033462878,0.035823614,0.031383833,0.039853329,0.034182331,0.033972353,0.031598311,0.033706912,0.033237259,0.029254114,0.034106588,0.031356345,0.036942215,0.034101861,0.034519607,0.033474129,0.037319275,0.042982267,0.052889129,0.045544757,0.062241454,0.051038683,0.045199437,0.041370622,0.032575478,0.045160905,0.037834105,0.035051623,0.040636481,0.043770903,0.030187165,0.037179383,0.035134379,0.038475007,0.039858733,0.041463025,0.040466983,0.038709444,0.043239708,0.037324699,0.032839618,0.035226904,0.04141196,0.037727435,0.049673423,0.039395519,0.038342189,0.040658927,0.044477895,0.034383002,0.04073563,0.031583778,0.033691879,0.0377114,0.046442794,0.044802059,0.038372133,0.038143992,0.035637992,0.045646352,0.03958165,0.041600159,0.037592481,0.035615886,0.033614676,0.030972733,0.026528128,0.037564948,0.032718022,0.031843319,0.035070944,0.041090005,0.039947555,0.042103138,0.034254745,0.03521272,0.041690876,0.040025239,0.03960372,0.043628791,0.032960159,0.032560099,0.036887182,0.049307187,0.035899889,0.03895985,0.03291475,0.036735011,0.041990269,0.039885292,0.042860396,0.041924447,0.028375573,0.03800047,0.03517182,0.037256772,0.037828096
TLR1,0.367685145,0.453553784,0.562255417,0.469857472,0.486665867,0.40967679,0.213453189,0.192133153,0.481568932,0.650960304,0.355313641,0.2124843,0.460849279,0.150680799,0.336097705,0.166283308,0.314115154,0.118525324,0.643020474,0.246693154,0.644922841,0.303445436,0.648843246,0.139118472,0.325467652,0.739933494,0.426138206,0.393865154,0.143047628,0.135084148,0.592696602,0.474504346,0.171258167,0.499938985,0.412196446,0.633357822,0.305906936,0.18298135,0.424557865,0.408603111,0.508821593,0.413424284,0.523861595,0.388874749,0.169205567,0.629990259,0.421729185,0.111592773,0.633010337,0.446054509,0.309140879,0.550199554,0.45611919,0.6982567,0.515064647,0.48221256,0.511272013,0.329461633,0.503578926,0.368811602,0.479761857,0.867648159,0.553587945,0.343059764,0.632961679,0.642827546,0.675497786,0.719688352,0.589933674,0.264453766,0.25000365,0.396170678,0.226638113,0.474679395,0.477306102,0.311891704,0.293887465,0.472695241,0.106748791,0.732842806,0.564280211,0.400054923,0.578723279,0.393419354,0.46055578,0.358591937,0.341332799,0.3771002,0.410825905,0.557067159,0.512836082,0.317244666,0.43226703,0.797217653,0.61439139,0.564101203,0.234791705,0.444827384,0.365577624
TLR10,0.069952235,0.073668829,0.073159827,0.059976654,0.065143134,0.08925608,0.075419034,0.069113123,0.080124068,0.101835352,0.058651284,0.079764709,0.105512483,0.059476057,0.082511968,0.086834927,0.047871558,0.053499386,0.073574993,0.065325492,0.086760581,0.081162504,0.06919562,0.062205739,0.075268383,0.092805868,0.09894152,0.081011997,0.069325668,0.096052308,0.049126273,0.107679239,0.050545556,0.082490182,0.088743809,0.072898376,0.075977384,0.082579561,0.097598055,0.066896706,0.070979334,0.061829547,0.083791719,0.05950894,0.069688948,0.086043292,0.085942079,0.060480767,0.08257332,0.07632829,0.099149339,0.073693856,0.08295743,0.111666631,0.074492093,0.109749064,0.076779056,0.10790921,0.094153744,0.084880502,0.071578551,0.088152176,0.096182156,0.07063378,0.074523022,0.067743367,0.054975808,0.063355465,0.051323428,0.041430516,0.043093702,0.041948441,0.071880117,0.072948411,0.07328539,0.066017951,0.067916797,0.113319721,0.066411188,0.08382006,0.07005198,0.136469534,0.079168319,0.061575228,0.079846186,0.130991361,0.084285471,0.099281693,0.079823769,0.229861626,0.092266538,0.088088157,0.095533394,0.098837956,0.109877452,0.113400722,0.087588596,0.107966223,0.075482727
TLR3,0.070974072,0.060177751,0.061271816,0.060260853,0.050040005,0.056725415,0.062013041,0.052089902,0.052138588,0.056519668,0.060642395,0.054073187,0.056192935,0.052185884,0.049435019,0.084715043,0.06058721,0.064839924,0.051400439,0.068316409,0.099939307,0.070287521,0.067068696,0.052778802,0.06371637,0.061502163,0.048623557,0.079094243,0.06486227,0.05340237,0.06939098,0.060310966,0.048626759,0.062537427,0.063656787,0.06042083,0.052900338,0.052538113,0.054054282,0.047039108,0.0532976,0.053264382,0.064924321,0.06535827,0.049346113,0.069683483,0.081727382,0.047843379,0.06036201,0.052993421,0.067434465,0.057744633,0.055236824,0.049131819,0.052535133,0.054683996,0.066084122,0.06332793,0.053529403,0.069682965,0.055853786,0.047426792,0.046361494,0.056975746,0.064527003,0.047081319,0.04672735,0.04797003,0.053706772,0.045276288,0.048679244,0.047077361,0.069334806,0.05079146,0.084825481,0.061143479,0.06000461,0.062063337,0.060676359,0.088842411,0.086731193,0.067811117,0.058622636,0.045284933,0.070175812,0.078176468,0.060442224,0.060782696,0.062588321,0.053608052,0.068847083,0.062095557,0.055543499,0.07396035,0.043317125,0.042743042,0.054611371,0.049044437,0.053892818
TLR4,0.029688781,0.037246664,0.035094426,0.031220958,0.029608806,0.04401836,0.033210349,0.039312045,0.027205371,0.034776177,0.029865177,0.022596706,0.020190889,0.024771391,0.042856747,0.04473886,0.030928431,0.022332259,0.027215947,0.052167583,0.122067255,0.045027663,0.033261506,0.035473631,0.039078221,0.048603367,0.052730821,0.034733162,0.040558095,0.030834191,0.02870436,0.029734289,0.02714521,0.073033921,0.036414613,0.056177855,0.025717358,0.033342843,0.051611937,0.026858774,0.034247201,0.0361337,0.051565756,0.025666575,0.033881623,0.032444264,0.03670153,0.02987091,0.049815774,0.035049911,0.072801714,0.036611157,0.063188409,0.041441548,0.032009433,0.054150056,0.026213574,0.085982623,0.037550856,0.037434508,0.02864086,0.025702901,0.026563025,0.035464935,0.036608945,0.037772708,0.150692171,0.024296013,0.023993203,0.025722016,0.043885808,0.020199958,0.02893031,0.025718697,0.032301143,0.02725901,0.038400062,0.036280852,0.034713393,0.063469616,0.032914569,0.041349541,0.06724268,0.026369258,0.039623732,0.050453952,0.039334991,0.045457485,0.052205164,0.039113673,0.049706957,0.046266506,0.035331148,0.039587115,0.117289344,0.023621592,0.04491879,0.216311581,0.046755456
TLR7,0.378748265,0.591378426,0.638346867,0.257009405,0.702898828,0.350023819,0.547846832,0.587604126,0.376392446,0.46693659,0.453417842,0.53081997,0.580041034,0.237427788,0.363033193,0.420463996,0.254304098,0.464395309,0.369489541,0.397985428,0.674398016,0.373129977,0.365633882,0.432854729,0.615923084,0.720954261,0.587480694,0.618121468,0.741088548,0.634229155,0.533428295,0.424075028,0.249740969,0.624158157,0.446385425,0.68598279,0.641269885,0.478898217,0.524208251,0.477309618,0.497549047,0.406624629,0.583229512,0.497019141,0.588903453,0.321040516,0.262099889,0.292985437,0.533656967,0.571623278,0.194521924,0.528205392,0.435957525,0.654825567,0.425913574,0.598530784,0.554686608,0.667436859,0.343318963,0.327477855,0.055715261,0.351732691,0.473316841,0.241550135,0.52532942,0.528979764,0.708866483,0.171607585,0.640687959,0.201437782,0.542613866,0.589701861,0.178916809,0.431167043,0.673166121,0.378903466,0.442895519,0.680838027,0.562023148,0.454595822,0.4805442,0.704444414,0.461647996,0.370749368,0.632228664,0.370242463,0.333981681,0.434251635,0.665670102,0.785129669,0.57695629,0.641293473,0.709969197,0.687391509,0.602501423,0.606766768,0.679236462,0.712304548,0.590214565
TLR8,0.831329974,0.822079228,0.813612125,0.842188289,0.914128056,0.826507368,0.91328246,0.839400159,0.834725843,0.833715265,0.844605214,0.850814716,0.877660902,0.797366769,0.813437337,0.931675897,0.928046729,0.816458029,0.766186944,0.847425367,0.870494544,0.759425247,0.831350595,0.715215238,0.91790325,0.940967954,0.892073664,0.78214103,0.873738844,0.895203466,0.790166334,0.935905996,0.910407274,0.862337869,0.809270678,0.92208585,0.839746952,0.923597721,0.801282739,0.779300011,0.813746643,0.829270935,0.836370626,0.876372988,0.887995631,0.843433264,0.791450173,0.842182887,0.929234951,0.81744838,0.924307167,0.944520462,0.854390744,0.917837354,0.819217184,0.700489111,0.898412678,0.874753036,0.761692395,0.750631809,0.689400904,0.805687408,0.744242244,0.736591114,0.951223141,0.913039496,0.833977622,0.906330909,0.870384794,0.858632772,0.930434579,0.873111599,0.569179126,0.885766514,0.941756285,0.93725419,0.941565075,0.930183924,0.859571819,0.865531643,0.88818088,0.922438405,0.724459468,0.756838665,0.852203257,0.852546651,0.646888832,0.78825918,0.931361658,0.928282429,0.870027112,0.818568115,0.944990969,0.91511974,0.941490527,0.863925817,0.937724954,0.930403239,0.901327469
TLR9,0.344637936,0.520971134,0.528793966,0.577296785,0.447802299,0.672363632,0.556149928,0.580341349,0.35176281,0.364747746,0.238386926,0.516507966,0.553166267,0.422604667,0.435928881,0.421500742,0.463537222,0.575963982,0.364823809,0.576281306,0.440921822,0.659970151,0.173249112,0.574668872,0.338092421,0.739656094,0.563426145,0.382166072,0.595571154,0.587192393,0.215954201,0.476296624,0.593177614,0.426337285,0.516269645,0.357991068,0.480668466,0.359186543,0.462598852,0.288061311,0.258820869,0.284565189,0.614961323,0.432046577,0.31248788,0.303545431,0.286540377,0.515279346,0.49130097,0.372330601,0.37372029,0.368673492,0.619622467,0.570807297,0.410748286,0.609870388,0.567515973,0.638780519,0.242425753,0.414658429,0.536154129,0.339578238,0.425080948,0.255470916,0.564949428,0.50198241,0.600531818,0.346060845,0.578762071,0.461909828,0.33730256,0.392482899,0.222345946,0.289908186,0.529662037,0.428863525,0.529711443,0.551906305,0.467148791,0.432868118,0.469643542,0.53797903,0.649644337,0.314407792,0.50650841,0.498680649,0.335700187,0.380816564,0.585797078,0.71615385,0.46441547,0.502303955,0.432554668,0.531507293,0.537451928,0.514778672,0.307543742,0.55725338,0.516492955
TMEFF2,0.347717879,0.409474162,0.26567724,0.301394363,0.475958494,0.571844059,0.205770977,0.053584769,0.207935734,0.421660182,0.59970423,0.685223411,0.573608189,0.184094414,0.466648404,0.075050833,0.664506193,0.616159645,0.525591418,0.578285373,0.429802394,0.675211443,0.77990408,0.433750253,0.594942834,0.539098423,0.366689159,0.65221952,0.64328862,0.600857626,0.775218281,0.560994094,0.506189941,0.365683722,0.522091965,0.436156496,0.591368599,0.485445814,0.25383093,0.534749811,0.492876324,0.603787534,0.388748353,0.249917726,0.60093265,0.6121071,0.696203825,0.567963238,0.533542742,0.199158103,0.345128723,0.329687327,0.470767348,0.558721842,0.590676623,0.599707579,0.090081364,0.575388512,0.669139857,0.501419277,0.429954773,0.831060873,0.51853583,0.596101106,0.646371516,0.445899635,0.512688767,0.59225827,0.043466316,0.501193394,0.439946767,0.600699973,0.484391164,0.566627214,0.6204119,0.669181482,0.683571526,0.481351988,0.433923329,0.538471187,0.620285644,0.53965016,0.371327918,0.368970183,0.653713251,0.417231871,0.234043601,0.61864243,0.299020929,0.50250654,0.681517915,0.500341015,0.443366063,0.507348872,0.55301272,0.421628156,0.363441251,0.353627627,0.549550212
TMEM25,0.142013841,0.266418116,0.250866011,0.251581815,0.217540952,0.257509203,0.235943426,0.228486008,0.256324565,0.326467202,0.225794803,0.178101148,0.255547564,0.212003685,0.157695738,0.100842102,0.272792115,0.203405965,0.255775603,0.268916602,0.175183483,0.283227317,0.349329508,0.243667411,0.287914221,0.276631822,0.202263149,0.182606647,0.255633826,0.224808621,0.151295768,0.23323474,0.227017228,0.135962644,0.138762329,0.320068714,0.254259373,0.203354002,0.18055005,0.228938939,0.229187822,0.311867606,0.214582122,0.241611509,0.284474048,0.300441731,0.282730109,0.220731862,0.301422495,0.285200564,0.237472234,0.233271673,0.262905455,0.217799022,0.256402376,0.376000666,0.343051324,0.363401403,0.262595198,0.257607162,0.250845517,0.131947946,0.314042558,0.258538597,0.336403297,0.223413686,0.081204927,0.141495033,0.123276765,0.215277445,0.269290879,0.260781771,0.083198082,0.272005779,0.19112361,0.198481293,0.359100264,0.199281267,0.379374918,0.303119172,0.29369486,0.226010214,0.213183424,0.248253774,0.204096866,0.25726772,0.24847062,0.232084463,0.255612844,0.362849869,0.23716942,0.208871201,0.270233092,0.267055095,0.209628086,0.165942776,0.279821381,0.242209734,0.264662739
TMEM97,0.033245075,0.029086452,0.147122747,0.043415101,0.072693603,0.056307921,0.03710621,0.039355785,0.031207622,0.036786071,0.029395726,0.039963143,0.032960417,0.029997665,0.03762503,0.037131652,0.047668049,0.031110431,0.035330348,0.189047512,0.043276304,0.059576988,0.039392043,0.044439659,0.053171462,0.072980236,0.058685785,0.040176129,0.041736233,0.043400121,0.045549909,0.056845095,0.067448022,0.10720293,0.041460611,0.056421993,0.0380117,0.036890704,0.043612803,0.090740546,0.033999023,0.036446898,0.030041922,0.028074932,0.040606909,0.037429215,0.047680663,0.037800551,0.102665981,0.042728326,0.043185143,0.067408982,0.042396965,0.06510105,0.031939043,0.040305054,0.111202441,0.032646531,0.040358494,0.061108058,0.059408269,0.033160737,0.083596069,0.040082699,0.072381898,0.061602516,0.044310775,0.033120262,0.02729418,0.03431673,0.037796444,0.030635538,0.03199027,0.027815928,0.039267125,0.055288267,0.039250884,0.051160381,0.037469482,0.069426583,0.042901864,0.044319762,0.036911323,0.032689052,0.037116596,0.067279001,0.040817991,0.039646537,0.046926209,0.065015911,0.039051263,0.058416071,0.052537683,0.036489132,0.047051909,0.039378451,0.034360514,0.069983319,0.06802707
TMPRSS13,0.409623413,0.397547464,0.407850715,0.206499865,0.410960322,0.319411637,0.370726883,0.293484244,0.34733775,0.363488468,0.293695789,0.186083219,0.241047299,0.171365196,0.394070741,0.3734498,0.296570157,0.229617268,0.337856909,0.365203591,0.308597988,0.390565484,0.217246903,0.312392337,0.321440595,0.385963107,0.515364498,0.355044946,0.395871149,0.489985115,0.196934163,0.28437037,0.46738814,0.426755774,0.35056579,0.397408133,0.293177319,0.341986296,0.393233649,0.284316513,0.254368809,0.300430718,0.337174456,0.253236745,0.422430428,0.399542911,0.228081471,0.369130612,0.425138025,0.282423306,0.475867294,0.408505135,0.452519749,0.385996167,0.378239011,0.353613019,0.248930034,0.306493263,0.251742335,0.294736149,0.15017533,0.181280112,0.196033895,0.299992034,0.343501063,0.295279051,0.589780007,0.243153344,0.364681739,0.270159474,0.423494313,0.341352632,0.235001254,0.226386355,0.31466444,0.314881086,0.340048025,0.367672655,0.329272697,0.636074158,0.255008401,0.588220528,0.522287591,0.418227628,0.331328617,0.520355834,0.325790087,0.334906205,0.490969753,0.398876474,0.402803364,0.514624917,0.308472143,0.453996555,0.262901618,0.298977269,0.320953105,0.518034251,0.322034676
TMPRSS2,0.087542313,0.093256756,0.087991439,0.068784113,0.110816252,0.092528799,0.101398007,0.081702191,0.104511404,0.083320915,0.073667033,0.069021333,0.073478488,0.064841721,0.103512459,0.07708917,0.093747428,0.064722529,0.069549374,0.104993434,0.125459877,0.116443858,0.100805618,0.119730612,0.134759533,0.092631844,0.141622321,0.096170246,0.086491409,0.090015415,0.086976485,0.103040646,0.088461694,0.108114809,0.09991825,0.101752727,0.10138014,0.088210434,0.103554092,0.081908438,0.07966999,0.089968894,0.089976857,0.079108703,0.092171907,0.115146882,0.091013685,0.103283764,0.096435857,0.085843385,0.107444957,0.107471004,0.118705126,0.127914442,0.0888468,0.084607903,0.112790559,0.100068656,0.104360602,0.082390321,0.072601921,0.102171854,0.109993641,0.083033432,0.100204861,0.094109534,0.170459984,0.102159941,0.057172094,0.106900034,0.11089084,0.105628613,0.073063996,0.070960081,0.083518402,0.083676342,0.095093815,0.100013473,0.099540093,0.101427761,0.115125959,0.093507071,0.078401569,0.076366373,0.10391716,0.059827437,0.100277525,0.103331353,0.108949636,0.106173752,0.082512512,0.103153358,0.097794742,0.088093597,0.224979252,0.082967397,0.100935936,0.157349292,0.097333995
