gene_id,TCGA-AF-2687,TCGA-AF-2690,TCGA-AF-2693,TCGA-AF-3911,TCGA-AF-4110,TCGA-AF-5654,TCGA-AF-6136,TCGA-AF-6655,TCGA-AF-6672,TCGA-AF-A56K,TCGA-AF-A56L,TCGA-AF-A56N,TCGA-AG-3591,TCGA-AG-3592,TCGA-AG-3725,TCGA-AG-3731,TCGA-AG-3732,TCGA-AG-3742,TCGA-AG-3902,TCGA-AG-4021,TCGA-AG-4022,TCGA-AH-6544,TCGA-AH-6547,TCGA-AH-6549,TCGA-AH-6643,TCGA-AH-6644,TCGA-AH-6897,TCGA-AH-6903,TCGA-BM-6198,TCGA-CI-6619,TCGA-CI-6620,TCGA-CI-6621,TCGA-CI-6622,TCGA-CI-6623,TCGA-CI-6624,TCGA-CL-4957,TCGA-CL-5917,TCGA-CL-5918,TCGA-DC-4745,TCGA-DC-4749,TCGA-DC-5337,TCGA-DC-5869,TCGA-DC-6154,TCGA-DC-6155,TCGA-DC-6156,TCGA-DC-6157,TCGA-DC-6158,TCGA-DC-6160,TCGA-DC-6681,TCGA-DC-6682,TCGA-DC-6683,TCGA-DT-5265,TCGA-DY-A0XA,TCGA-DY-A1DC,TCGA-DY-A1DD,TCGA-DY-A1DE,TCGA-DY-A1DF,TCGA-DY-A1DG,TCGA-DY-A1H8,TCGA-EF-5830,TCGA-EF-5831,TCGA-EI-6506,TCGA-EI-6507,TCGA-EI-6508,TCGA-EI-6509,TCGA-EI-6510,TCGA-EI-6511,TCGA-EI-6512,TCGA-EI-6513,TCGA-EI-6514,TCGA-EI-6881,TCGA-EI-6882,TCGA-EI-6883,TCGA-EI-6884,TCGA-EI-6885,TCGA-EI-6917,TCGA-EI-7002,TCGA-EI-7004,TCGA-F5-6464,TCGA-F5-6465,TCGA-F5-6571,TCGA-F5-6702,TCGA-F5-6810,TCGA-F5-6811,TCGA-F5-6812,TCGA-F5-6813,TCGA-F5-6814,TCGA-F5-6861,TCGA-F5-6863,TCGA-F5-6864,TCGA-G5-6233,TCGA-G5-6235,TCGA-G5-6572,TCGA-G5-6572,TCGA-G5-6641
TPM3,9882.9289,7763.9708,13378.3404,11719.996,12384.2231,7231.7737,12009.4221,8237.1251,10219.3585,6136.6096,7867.9245,6937.7275,14858.3038,9194.1685,11895.2703,7309.1847,9124.263,9232.9102,8938.2652,13896.9877,7207.8726,13699.9522,9940.4528,13585.002,18453.5642,13498.2031,8683.1698,8550.0954,19552.2348,10659.5272,13128.9786,9575.9207,10400.1696,13353.1073,10120.2765,10910.972,7763.7991,8253.6023,9945.7117,15778.5146,12006.7312,9115.7742,5786.4822,13443.4125,9427.2749,6261.8691,9539.4393,15455.4312,9075.7354,9136.663,7480.3656,7585.1815,6019.1885,10587.4956,5454.1698,12361.809,9286.33,8428.1511,6114.1408,8968.1818,11114.6414,11818.8523,7137.4449,10898.6484,12093.5351,7797.3549,10022.1169,11533.2175,12411.8334,5667.7513,13343.7073,15225.2716,6548.5417,11449.217,7123.5533,9744.0989,8341.2551,8038.5281,11322.0062,7603.392,8476.2092,8364.3123,11128.1099,7573.3083,9865.3686,15934.0323,11492.8977,9337.529,10043.8662,5917.1083,13497.8582,8686.0134,7992.3263,7113.0785,9099.5045
TPR,2065.7854,1706.6111,2064.6111,1596.3022,2434.6342,1984.7008,2808.9259,2038.9757,4622.3449,2731.6997,2307.0717,2554.3631,2567.4073,1634.0564,2833.9907,3057.4482,3881.1519,2961.3379,2224.514,2399.5537,2227.1915,2493.4926,2430.4872,3230.931,5719.5479,3245.4672,2476.0334,2682.7028,3722.3215,3545.3223,3513.0271,2837.7954,1943.1878,2515.1942,2323.4562,1637.8256,2359.0005,1980.2498,1164.6761,2113.5588,1054.5506,1395.0169,2382.6972,330.3337,3472.9114,2539.1654,3215.803,2872.9111,2402.9809,3097.0362,2161.8952,1724.2994,3349.7699,1853.8118,2502.4673,3804.6329,2934.8645,2251.383,5913.2276,2028.7222,1973.6289,2512.9894,3216.7004,4293.5066,2912.2696,2616.0154,2626.2075,2389.4355,3237.4309,2583.3782,2816.6382,5009.1424,2654.8302,3186.1253,4115.0766,4202.3529,4270.6498,2665.7619,3976.1539,2788.1949,2864.4208,2176.2082,3057.7312,2811.969,2851.7535,3349.1437,2134.9006,2757.5091,2651.974,3222.9258,2678.4912,2043.7647,4149.2932,2533.6553,2089.5376
TPTE,6.2112,0,0.6275,1.1732,1.457,0,0,0,0,0.5816,0,0,0,1.7174,1.2035,0.6881,0.5896,0.5908,0,1.4913,1.1853,0,2.3425,3.5006,0.6147,3.3917,0.7734,0.6823,0.7045,0.4769,1.704,1.7009,0.6443,1.7797,0,0.5155,4.6246,0,0,0.6189,0,0,0,0,1.968,1.3043,0.69,2.5701,1.9838,1.0977,1.4111,1.25,1.2892,0,0.5008,0,0,0,0,14.0303,0.5738,1.2196,3.1322,1.0985,1.8845,1.843,2.2412,2.3621,130.8486,2.7197,0.4685,0,0.3995,0,2.7588,1.3563,1.8121,3.5281,1.8444,0.4846,2.3203,1.0946,5.0724,0,0,1.8043,1.4347,0.7585,0.4684,1.1166,0,0.5417,0,0,2.0644
TPX2,3826.7348,2524.1236,2468.0299,4029.5046,2521.3862,2510.8814,2305.2764,3638.3701,1450.063,3164.1118,6187.5472,4856.854,1682.8679,6066.0045,1995.3547,3675.81,1621.7687,3061.5234,2855.3871,2155.4481,1893.8523,3761.5862,943.8976,4730.4348,2279.3862,3049.8652,3808.9937,2122.8531,2975.8506,3104.4655,4034.8644,5074.6657,3312.8444,4419.4915,1864.5161,5404.8462,3946.2954,4113.0781,4064.781,5423.9611,3514.7946,4307.2841,2895.157,6498.796,1746.3578,4826.5867,3521.0532,4561.422,2298.9909,4442.371,4504.1844,1287.2984,4585.4225,4740.2633,3748.3018,8021.081,2181.6502,3985.7773,3790.7419,2680.8081,5825.2519,4309.9008,2126.8722,3975.6442,2752.4072,2779.4369,5665.2975,6544.5072,5841.5726,1734.6444,5502.394,3414.5226,3555.3336,2639.821,3582.7338,2642.5628,2293.7245,1483.1169,1498.2737,2192.8991,1952.1575,2486.1627,5321.2031,2757.9887,2299.8931,6058.9777,2908.0256,3423.319,3959.4796,3116.5783,4411.2327,2324.798,2873.5864,537.0892,1295.6235
TRA2B,3205.1937,2412.1254,2589.2026,3183.4379,2270.3715,2298.6942,3084.799,3131.296,2658.0754,2329.1253,3302.2642,2909.0174,2787.6357,3870.8747,2892.3142,2584.3448,2550.1134,2534.668,2709.6545,3165.489,2115.4356,3080.7453,2374.5079,2318.6278,2695.1067,2540.8805,2613.7396,2489.2653,1986.3909,2930.2889,3645.0886,3483.875,3412.8868,2535.6638,2598.6175,4560.4864,3529.09,2352.6829,3359.0328,3024.3148,2952.7416,4002.8944,1815.008,3445.4764,2917.1244,2379.8101,3047.5542,3198.42,2304.2509,4043.3589,2199.5623,1902.7218,2280.0722,3599.1346,2067.9768,3135.6784,2215.5172,2367.3369,2708.3069,2458.0808,2797.3918,2731.3893,3002.6432,3276.5419,3666.2082,2590.4437,2074.7762,2876.2484,2988.7116,2090.7428,3422.3666,2893.6535,1978.8254,2244.2953,2026.9002,3143.4994,1502.0423,2251.0823,2158.8225,2374.4292,1813.6639,2199.5043,2960.2674,1960.0564,2325.5372,2602.0096,3337.0028,2316.3299,2524.5353,2102.1953,2497.3822,2229.6574,1785.5412,1960.0268,2038.398
TRAP1,3948.5185,2697.4291,3702.4862,3995.2378,2703.657,5592.8727,3887.657,4644.8104,3162.8744,1685.6312,4890.4453,3621.108,3146.8498,3887.9462,3546.0262,4149.892,2583.8866,3782.168,5670.1408,2124.6969,2495.3914,5618.1701,1793.2677,5104.4659,3863.5199,3606.0557,4903.8758,3862.3569,3620.1628,5325.2778,5097.4635,4907.319,5173.7643,7710.6215,2960.7097,6326.1385,4368.9955,3999.753,4205.8987,6505.1547,5232.8369,5237.7521,4837.1091,11017.7915,1486.759,3031.4493,2946.7302,4573.4352,4316.6626,3095.719,3651.8913,2238.0292,3254.4669,4388.2709,3997.8764,2839.5294,1477.6847,3852.0157,3757.0133,4162.0556,1993.5507,3545.8658,3125.6476,3922.6804,3795.1857,3057.564,2955.1511,3133.7603,4004.7528,2900.3993,3769.5315,2666.5409,4429.2209,3156.953,4533.7504,5161.1802,3607.267,1633.2554,1641.7091,3004.432,3154.4826,2040.5494,3232.7293,2114.7509,2522.9348,2833.3202,6553.6612,5305.8364,3391.3309,3192.131,3582.4703,3170.2379,2579.168,2889.9852,3202.5475
TREM1,209.4508,90.7092,46.3053,40.7623,99.0738,5.4407,10.6784,47.5382,3.9221,59.0622,12.4528,21.0271,7.7149,25.9532,5.9122,61.9325,5.8957,30.2734,24.6126,229.4533,34.498,8.6001,102.3622,16.2744,97.7385,58.85,11.7182,3.3397,132.3549,23.035,47.0081,51.3031,18.652,54.7316,26.2673,22.1436,68.1253,24.7015,16.4234,12.8205,12.9014,25.5668,57.9031,5.504,116.5512,3.998,69.0047,20.0132,11.6471,6.5862,20.6,211.1895,22.2446,28.7139,9.516,30.3959,14.7783,2.9426,5.0729,11.1111,30.3497,46.5601,774.0088,3.6374,110.9583,4.2662,73.3017,43.8558,22.1876,26.7074,58.8235,87.4786,7.9904,21.0291,151.0791,360.4346,31.9346,263.6364,185.3534,64.1133,18.0644,200.7435,21.166,41.8233,23.2696,42.3766,36.5767,25.8364,3.3457,71.5367,32.3655,0.4552,3.6349,25.218,4.1288
TREX2,8.94,6.0164,13.4156,7.6222,4.579,2.0892,6.9095,2.8297,10.2367,10.8206,3.7585,2.8306,4.0272,2.8068,5.0676,0,4.4263,2.4707,2.1115,7.8096,2.3176,4.3,3.4449,3.2357,6.7179,1.8419,2.6542,3.3612,20.2802,4.0412,1.7667,9.499,3.4082,1.1688,5.0691,14.593,8.2844,5.5002,5.0182,3.7091,0,1.6884,3.4444,0,5.092,3.4983,5.8109,4.74,1.8936,9.3304,3.3835,12.248,3.0334,3.4605,13.2823,7.9372,4.2303,6.3315,9.163,5.0505,5.7238,9.4892,3.022,1.8187,3.2095,3.6263,4.2127,4.1511,3.733,4.0061,4.9179,1.5152,2.7966,2.6846,3.4407,6.7441,9.2833,0.4416,5.0064,8.5509,2.81,3.7175,2.1537,1.4098,4.3405,3.9318,1.5483,0.5366,5.0743,0.6472,1.4136,3.5143,3.231,2.1516,2.403
TRIB3,3084.2912,2948.976,2118.3598,3287.8292,407.5346,1202.938,909.5477,3042.4448,769.8557,995.4914,1138.4906,720.1779,1051.7924,2503.0439,929.0541,2389.7544,571.8821,967.2852,1194.6834,2243.2131,587.793,1038.2226,302.6575,3559.633,1196.3019,2322.1024,4410.7221,2076.0973,1717.4116,1296.4235,1975.5166,1408.0727,3347.181,3384.5339,1194.0092,4886.4688,1574.8384,1324.5506,3775.0912,1229.443,3103.632,2526.2904,1047.3656,4038.5277,1409.1235,1607.6962,720.917,1040.6847,2682.2187,2775.5214,1179.8635,1375.504,2719.9088,608.932,4026.77,6046.3292,420.5665,2119.6665,526.3158,2631.8182,1544.5169,4005.4059,896.9163,2214.4302,662.0816,445.8191,1081.4113,307.8593,2053.3281,511.0012,430.5746,1080.6175,1002.7966,491.2752,3715.6709,2096.2907,2662.8296,260.6061,1438.7607,1659.8639,597.7303,650.9707,2822.5028,2531.015,1434.6432,1949.3228,2023.0824,3861.5436,3563.197,565.4807,2406.4731,2027.9959,1334.4103,3215.56,328.2411
TRIM29,2276.2878,2769.8716,1154.6035,1181.1131,615.6728,3518.4984,324.7487,775.3254,909.3711,2370.1533,2461.5094,2344.5208,1453.4794,1058.9555,1526.1824,1657.2685,416.78,4683.1055,526.9043,3716.6233,2351.172,3654.5628,395.1772,1791.783,3949.344,389.0386,3312.7289,4524.5706,733.2889,2204.0816,3833.9046,1939.2571,1023.7389,722.4576,2387.0968,1689.0825,5412.73,3529.5732,511.8613,415.1194,3729.6312,1744.8143,908.1426,2874.441,5158.3473,329.3353,1295.1992,279.6577,750.6756,2302.9638,209.0897,3218.246,3558.126,3094.1666,545.9178,197.083,3934.7291,1911.7214,390.6151,1852.5253,13.278,702.9341,940.5286,1344.7353,1622.1917,832.7645,371.564,2001.3026,3112.8844,4826.4688,2382.6949,3810.1772,2278.0663,1667.5615,1660.3065,2522.6677,548.459,212.1212,5066.7818,209.8593,3323.8462,875.2582,156.7026,415.4135,1028.6121,282.6562,567.4716,582.9745,2553.5316,830.81,1170.395,2853.7612,247.9806,91.7505,834.8472
TRIM33,932.7373,655.328,1235.0968,931.8996,653.9702,1002.7203,1198.4925,853.9898,1019.1904,1000.9017,799.6226,767.0845,1082.1375,867.0298,909.6284,1009.6531,1400,1204.5898,813.5117,759.0182,1043.3437,700.9078,956.2008,1439.4894,1049.4729,1046.2713,822.0302,1448.4733,647.8986,1173.1663,1317.0111,1361.5053,986.011,760.5932,1158.0645,1049.46,1421.1835,873.3361,627.281,490.2741,605.2447,674.3849,777.8606,921.9126,1620.7308,1045.4773,1343.7748,795.7867,777.727,1577.3875,1384.8333,1076.6129,883.212,427.2425,859.9458,715.2837,983.3744,728.2982,1406.468,721.7172,1176.0522,960.4569,1348.4581,1323.6385,703.8056,969.2833,548.4992,1070.7772,1320.3581,1045.1488,1082.7633,1284.7341,401.9177,905.1454,759.462,1164.8558,821.3888,803.0303,849.0823,967.6638,1323.517,779.43,868.1768,695.0188,630.1793,595.8934,1138.1392,764.1603,675.8364,919.3793,785.3403,1043.3595,621.1632,710.9323,1071.4286
TRIO,2347.8076,1512.9006,1679.1085,1906.2185,1431.5746,1146.3547,1285.804,2678.5512,2108.4185,3189.8106,2984.9057,2497.3716,1040.4773,1078.8209,1168.4966,3672.7516,3335.6009,1734.375,1581.3605,1557.0844,1503.7594,1128.0459,1943.8976,4348.7834,2615.9429,2967.655,2105.1706,2361.4027,1081.7879,1470.196,2062.8734,1972.8015,1680.373,1609.8164,2097.235,1748.253,2437.5932,1008.3711,1031.9343,1148.5411,573.2716,1186.686,1829.9095,119.711,2574.6358,2060.9695,3243.6727,2721.7907,2668.693,1602.6345,1923.0076,933.4677,1893.3194,964.3899,1375.3122,1058.463,632.3892,958.3129,800.2536,846.4646,2163.3669,2117.8671,1792.0705,2693.1079,1694.177,2140.3584,1430.2264,1517.1515,1993.7719,2308.4079,1756.4979,1870.7833,2540.1518,2413.4228,2236.4717,2446.9839,3167.8426,2897.4026,2540.4325,2931.6932,2613.3139,3014.0438,1724.8422,2587.8759,1720.0522,1380.9524,1960.5824,1880.7552,2534.2007,2890.2347,907.1871,1402.5265,2131.2601,1626.8276,2042.9397
TRPC1,134.5253,163.832,21.2052,39.7681,32.8858,7.617,15.7035,34.5218,20.7312,95.5816,23.3962,31.5406,10.2865,20.1858,5.0676,64.2263,24.0363,25.8789,12.954,38.3042,69.4383,14.8113,51.1811,33.8253,22.9973,48.9668,2.9295,15.0286,29.8866,18.5896,26.2462,43.805,6.7825,10.5932,39.1705,21.7806,96.9667,21.408,24.635,35.3669,10.6577,38.109,27.2485,4.128,128.0153,21.989,70.3666,17.3799,43.9585,100.4391,26.78,97.2782,31.3447,49.0116,51.0859,32.3569,44.9507,43.1584,15.2188,9.0909,68.7611,22.662,68.7225,25.0978,32.0954,7.2526,39.5998,23.4477,11.2884,51.1891,11.2859,12.0069,24.3708,37.1365,99.1555,42.7126,39.7326,102.5974,116.7545,57.7765,55.7989,142.5031,71.296,103.8534,156.2389,26.6492,14.2045,19.5429,70.632,95.0038,28.5578,12.7461,74.3134,37.5587,5.3675
TRPM6,84.2912,171.2368,285.1888,159.0725,225.6218,22.8509,238.0653,57.725,90.769,367.4482,51.6981,100.2831,21.6016,122.7171,127.1115,273.3442,27.2109,6.3477,307.01,15.2473,476.3379,214.0468,1746.063,10.2114,3.9803,476.1905,91.9877,322.5191,9.0727,300.6668,21.1537,50.9085,251.8016,23.3051,1139.1705,17.0614,33.3168,44.4627,80.292,36.6932,157.6217,67.0526,184.7791,9.6319,374.0148,110.4448,38.1342,456.0895,20.6642,333.1504,211.1497,4.0323,17.189,15.8421,76.128,283.3681,60.9606,159.8823,8.2435,292.4242,87.2555,826.133,7.0485,222.2432,128.3815,37.9693,143.6546,83.8037,225.7688,159.7992,60.8755,42.3099,66.3204,321.7002,124.4917,9.7415,69.8106,40.2597,9.5403,307.893,211.9554,173.8951,85.7779,156.9549,255.016,139.3622,95.5256,75.1905,51.6729,856.1696,118.991,1519.0623,18.5784,35.949,99.0917
TRPM8,3.4057,5.0908,0,0.3314,2.0814,7.0729,0,3.9615,1.6809,0,1.5094,1.2131,2.0573,0,0,5.3522,0,1.4648,0.3239,4.0907,0.4423,3.8223,1.4764,1.9146,30.0734,4.4924,2.3436,6.9179,0,1.2124,0.3917,2.7625,0,0,1.3825,0,0.9945,0.5489,1.3686,0.4421,3.3656,0,8.0894,0,5.732,0.4998,0.454,2.1066,0,29.0889,0.515,19.6573,4.0445,0.4951,0,0.4903,0,0,1.2682,1.0101,0,0,0,1.0912,1.834,2.9863,0.4213,1.3026,3.1141,0,2.736,0,2.3971,6.264,1.564,2.6227,3.342,9.0909,0.4543,0,4.0143,3.3044,1.114,2.8195,13.2969,0.8737,0.7102,0.9937,0.3717,1.1355,0,3.1865,1.6155,948.6251,11.1478
TRPS1,323.1162,296.1935,59.2881,58.658,99.4901,29.9238,42.7136,141.4827,40.3418,113.6159,55.8491,97.0481,36.0027,56.7126,43.0743,222.8806,87.9819,95.2148,71.5709,664.5593,141.9726,82.1787,160.4331,87.7543,572.7212,336.0288,14.6477,35.3053,117.4116,66.276,416.8054,91.9509,24.1628,43.7853,111.9816,33.7599,254.1024,15.3698,38.7774,26.9673,32.534,42.9329,57.9031,49.5356,274.182,93.4533,246.51,50.5596,105.1998,171.7892,248.2297,180.4435,45.5003,36.6349,48.5817,53.4379,86.2069,7.847,16.487,43.9394,87.7297,53.9768,200.8811,50.1957,85.282,25.5973,134.3865,46.4611,54.8852,93.921,266.4159,54.8885,38.7535,92.6174,187.9887,174.2226,89.1199,304.329,250.7723,184.1394,179.841,508.8806,137.7646,202.5376,216.5499,77.7632,472.6562,43.3919,104.0892,195.3066,43.3127,15.4774,121.1632,131.992,33.8563
TRRAP,2155.2874,1118.482,1983.6071,1400.9911,1622.0793,3238.5582,2744.3342,2780.6508,2180.4398,3397.7096,2772.9358,2485.6207,873.9804,2611.0509,2479.0583,2994.9651,2147.0476,3706.1914,1797.8867,1566.2514,2410.5086,2388.6192,2160.0098,3360.2872,2851.506,2921.3657,3720.1172,2111.5076,1978.0067,3415.4738,3168.2734,5027.7037,1867.1683,3339.8234,2623.2811,2491.6635,3552.173,2632.8969,940.844,1446.6844,732.75,1237.5109,2324.5301,373.2095,2701.8916,3290.1349,3783.8248,3239.7525,2075.6142,1643.4358,2670.5807,1724.1079,2092.7019,1979.9993,3209.8866,1201.2453,1710.7759,1359.2692,1402.9106,1782.3939,1494.7813,2408.9832,3218.7665,2531.4014,2253.2691,2944.0017,3891.2565,3687.386,2345.6053,3308.537,2335.5233,2322.7444,2534.0192,2284.1969,2645.5677,3044.3799,3640.8244,2984.7922,2392.3996,2170.1128,2440.518,1892.5361,2288.4107,2236.391,1514.6955,2206.5662,2813.2741,2039.2713,2136.0149,2515.4201,1662.3893,2659.2739,3074.1842,1607.8498,1676.5153
TSPAN1,583.2269,934.8606,12778.1023,4097.4418,9484.0254,8306.8553,8415.8291,3619.6944,4119.3444,1008.1154,1548.3019,1566.114,14466.9033,5214.034,13594.5946,4415.1773,5273.4694,2454.5898,7739.048,10994.7936,4988.9429,11004.3,28174.2126,3054.8065,1067.6054,1323.0009,5422.5868,6405.7729,5390.2602,9317.0337,4106.5518,6989.0606,13854.1755,813.9124,18966.3594,3892.9122,1136.7479,1928.3656,4978.5584,3437.6658,17464.5912,1643.0294,3449.0687,7694.5304,7737.2821,1536.2319,2554.0801,7695.5892,19989.4612,4534.5774,1681.4729,8984.879,1729.0127,4651.6463,755.2698,1742.3704,4461.8227,3394.8014,486.3665,2165.6566,7367.3977,16936.7565,2136.1233,15488.2804,1105.9147,5030.7167,1287.8357,5636.1268,647.3336,2486.9023,6324.2134,6991.9954,3491.4103,14344.519,811.3857,2260.3972,1819.9035,5490.4762,5697.3469,6129.5313,2343.151,3724.081,2496.101,3841.6353,2969.0134,2804.2813,819.2472,6276.9129,1536.4312,1982.9674,9343.1699,21296.4607,1025.4443,1304.896,15076.3832
TST,1270.3278,2794.4001,8355.7287,4207.1356,3344.7809,4365.6148,2317.8392,2709.1115,858.9438,1938.2326,2053.9623,2277.3959,4007.612,2284.2038,2558.277,985.1859,1574.1497,2395.9961,3412.7333,1445.1469,2662.981,5251.7917,3713.5827,1116.5536,4474.7439,1140.1617,4898.7842,3389.0744,2314.0761,1981.8145,3246.6947,1587.6336,2525.2226,1908.1921,4486.6359,2405.2999,2492.7897,3171.1267,4509.5803,2546.8612,4890.1977,2362.2769,2696.3278,8862.7451,1443.038,1340.8296,1316.0822,1638.4463,4498.4178,1201.9759,1872.0227,6333.1653,2635.986,2356.5173,1531.575,1845.8144,7979.6798,5927.9058,6229.5498,4037.3737,2122.1103,3030.1157,652.4229,4167.3335,2794.5896,4177.4744,6708.3728,1825.0109,3592.8377,1516.5341,1704.8564,1444.2539,2839.3927,3013.4228,1094.4636,1654.9269,2406.6097,1029.4372,899.5094,1685.5838,1574.8126,1827.3441,1343.8544,1935.6203,1302.6238,1565.3124,1179.3324,2688.6386,1880.2974,2766.0863,3450.7377,3594.4008,1887.7221,5596.7807,2677.5392
TTC28,429.4806,373.9303,145.8358,87.4203,217.8374,50.3156,140.4648,265.6084,89.6316,385.5951,190.1698,188.7303,46.7932,163.3835,45.9079,332.7268,181.746,113.7891,229.056,90.1004,225.533,88.2418,389.3258,331.791,140.1641,219.3261,185.3933,162.8507,157.7318,377.4298,240.9715,285.261,132.4332,109.9011,249.8571,193.2299,272.2626,60.0412,102.792,98.4085,22.9982,70.0482,157.6881,100.0619,356.1261,211.3593,302.9259,240.1843,451.3972,73.9352,95.2285,266.0433,118.953,79.6562,237.7397,130.0748,164.883,95.2526,205.5295,35.8586,66.4517,180.1011,127.0749,150.558,296.8684,38.7244,192.198,102.3187,137.3102,194.8927,84.7059,118.319,66.7199,218.698,403.9412,169.0783,325.3212,806.0476,347.6149,284.309,248.4655,527.1747,278.7375,302.1241,316.804,157.6016,81.2678,107.6913,274.7695,308.6109,104.6121,180.5303,421.8901,500.2388,50.6152
TTK,785.4406,187.8977,263.9836,399.0068,227.7032,369.4233,692.8392,502.5467,348.5082,221.3706,508.3019,505.8633,518.4385,877.2829,546.0304,560.8334,471.2018,507.3242,413.8805,802.1569,260.9465,470.6163,138.2874,951.5756,406.4331,396.2264,523.8025,407.6813,764.7765,674.0756,1106.258,561.5716,301.3989,920.5508,409.6774,762.6826,380.905,383.1481,640.0547,664.4562,707.3342,1328.9918,278.446,339.8693,520.6592,650.1749,539.3258,985.3851,317.4779,896.2678,347.6246,181.4516,518.1982,437.1439,263.4429,877.5585,389.1626,538.0088,655.6753,492.9293,845.9988,638.2444,512.7753,873.3323,467.2169,452.6451,781.8852,774.2076,844.2974,271.0799,892.6129,931.3894,158.2101,421.4765,389.1148,752.7164,314.5191,325.974,159.9128,435.3741,285.8187,363.4862,935.0167,419.6429,449.721,657.9292,702.7699,461.7423,376.2082,304.6934,402.1894,353.7043,274.6365,49.3628,233.2783
TUBB3,1396.3389,574.3376,521.5017,458.649,1983.8401,2465.1251,374.3719,1588.0023,550.43,753.8323,3680.6868,2817.5576,166.641,351.1695,735.2196,1164.4844,151.4739,368.1641,2609.5848,1640.0558,640.2831,815.657,351.378,1536.7563,1682.8938,799.6406,919.2911,787.9294,1800.2935,3799.1594,716.3843,515.0042,1737.6007,702.3199,464.0553,796.4425,1542.0636,1509.5375,520.073,789.191,2307.1098,1187.6507,929.0048,1966.2883,2038.61,258.8656,2626.2263,2922.212,401.6565,148.7377,430.0245,2564.8891,463.9972,595.0701,290.9892,433.205,583.6946,1938.0628,1407.5396,825.2525,579.4902,484.1963,1710.6916,520.5075,2621.4443,343.8567,981.4766,2888.4064,1657.462,499.8375,4346.4432,312.1784,396.3244,424.179,2432.2771,305.3578,295.2098,743.7229,901.531,1480.9431,333.1875,1487.6952,1153.7319,300.86,884.2123,1448.4622,1219.1122,2088.1086,1038.1227,416.7449,664.5645,347.3313,721.5751,1138.5647,341.251
TUSC3,250.745,232.3267,84.8209,81.1932,175.6686,34.2764,92.3367,143.1805,58.2715,152.3895,62.6415,103.9224,46.8035,92.5985,33.7838,217.1461,695.6916,77.6367,58.9407,93.7151,175.586,35.3559,283.4646,143.2788,69.8764,110.0629,24.0223,399.8092,413.0754,207.3146,106.5518,156.6718,67.4014,150.4237,224.8848,109.6288,62.1581,19.2123,102.1898,51.2821,72.3601,97.4433,85.5774,24.7678,174.3492,63.4683,147.5428,64.7795,107.4541,35.1262,46.3499,138.6089,46.5115,71.2896,46.0775,75.0092,37.5616,23.0505,7.6094,47.4747,56.4315,139.2683,103.9648,81.4771,84.8235,20.0512,92.2591,46.4611,52.9389,127.7503,69.7674,49.7427,21.9736,208.9485,122.9277,92.1694,83.9213,368.8312,210.7941,142.0185,104.7734,261.0492,481.9903,155.0752,148.1657,64.2202,57.5284,46.0417,86.6171,154.807,72.8225,67.8275,99.3538,143.7961,94.9628
TWIST1,192.848,183.2697,22.5035,60.9778,66.1879,23.395,10.6784,187.3231,23.5327,305.6808,49.0566,111.6053,10.8008,31.0798,10.5574,105.897,8.1633,46.875,20.0787,109.7062,106.59,19.1113,104.3307,78.8193,21.6705,146.0018,15.2336,12.166,309.5397,20.6102,28.5966,50.5138,31.7931,19.0678,34.5622,24.3216,54.2019,14.8209,32.3905,49.5137,42.6308,96.9609,13.1985,44.0316,139.957,52.9735,200.2043,9.4799,46.5885,16.4654,100.4249,142.1371,55.6115,108.4196,20.5345,49.5159,36.33,7.3565,12.6823,16.1616,64.4932,12.7731,70.4846,21.4605,44.0165,3.413,50.9742,28.2241,22.5769,26.7074,17.7839,10.2916,33.9592,36.2416,109.1648,91.42,37.1333,248.9177,156.2784,125.6174,77.4761,721.1896,72.41,194.5489,113.4988,65.5308,28.4091,29.8112,22.6766,95.0038,18.5626,5.9178,203.958,44.5339,7.019
TWIST2,25.1171,72.1972,6.0586,10.2734,18.3162,1.6322,0,31.6921,3.9221,16.6817,11.6981,21.4315,1.0286,5.447,0,42.4352,9.0703,4.3945,10.3632,10.7847,12.3839,3.8223,23.622,8.2968,2.6535,20.2156,0,3.1011,37.3582,9.2948,9.0099,9.4713,8.4782,9.5339,11.0599,4.3561,6.4644,3.2935,5.0182,2.2104,2.2437,9.1655,2.1288,16.5119,13.8524,4.4978,39.4961,2.1066,16.1557,3.8419,8.755,13.1048,4.0445,10.8915,14.0236,8.3344,28.3251,0.9809,0,1.5152,12.8038,2.8843,17.6211,5.0923,5.0436,0,6.3191,5.2106,4.2818,7.5671,6.156,5.7176,1.1986,6.7114,22.8339,5.9948,6.3127,39.3939,34.0723,23.4834,13.6486,20.6526,12.6253,8.4586,22.3198,12.6693,1.4205,4.6373,10.7807,14.7615,3.3317,0.9104,12.5202,6.4386,1.6515
