gene_id,TCGA-2H-A9GF,TCGA-2H-A9GG,TCGA-2H-A9GH,TCGA-2H-A9GI,TCGA-2H-A9GJ,TCGA-2H-A9GK,TCGA-2H-A9GL,TCGA-2H-A9GM,TCGA-2H-A9GN,TCGA-2H-A9GO,TCGA-2H-A9GQ,TCGA-2H-A9GR,TCGA-IC-A6RE,TCGA-IC-A6RF,TCGA-IG-A3I8,TCGA-IG-A3QL,TCGA-IG-A3Y9,TCGA-IG-A3YA,TCGA-IG-A3YB,TCGA-IG-A3YC,TCGA-IG-A4P3,TCGA-IG-A4QS,TCGA-IG-A4QT,TCGA-IG-A50L,TCGA-IG-A51D,TCGA-IG-A5B8,TCGA-IG-A5S3,TCGA-IG-A625,TCGA-IG-A6QS,TCGA-IG-A7DP,TCGA-IG-A8O2,TCGA-IG-A97H,TCGA-IG-A97I,TCGA-JY-A6F8,TCGA-JY-A6FA,TCGA-JY-A6FB,TCGA-JY-A6FD,TCGA-JY-A6FE,TCGA-JY-A6FG,TCGA-JY-A6FH,TCGA-JY-A938,TCGA-JY-A939,TCGA-JY-A93C,TCGA-JY-A93D,TCGA-JY-A93E,TCGA-JY-A93F,TCGA-KH-A6WC,TCGA-L5-A43C,TCGA-L5-A43E,TCGA-L5-A43H,TCGA-L5-A43I,TCGA-L5-A43J,TCGA-L5-A43M,TCGA-L5-A4OE,TCGA-L5-A4OF,TCGA-L5-A4OG,TCGA-L5-A4OH,TCGA-L5-A4OI,TCGA-L5-A4OJ,TCGA-L5-A4OM,TCGA-L5-A4ON,TCGA-L5-A4OO,TCGA-L5-A4OP,TCGA-L5-A4OQ,TCGA-L5-A4OR,TCGA-L5-A4OS,TCGA-L5-A4OT,TCGA-L5-A4OU,TCGA-L5-A4OW,TCGA-L5-A4OX,TCGA-L5-A88S,TCGA-L5-A88T,TCGA-L5-A88V,TCGA-L5-A88W,TCGA-L5-A88Y,TCGA-L5-A88Z,TCGA-L5-A891,TCGA-L5-A893,TCGA-L5-A8NE,TCGA-L5-A8NF,TCGA-L5-A8NG,TCGA-L5-A8NH,TCGA-L5-A8NI,TCGA-L5-A8NJ,TCGA-L5-A8NK,TCGA-L5-A8NL,TCGA-L5-A8NM,TCGA-L5-A8NN,TCGA-L5-A8NQ,TCGA-L5-A8NR,TCGA-L5-A8NS,TCGA-L5-A8NT,TCGA-L5-A8NU,TCGA-L5-A8NV,TCGA-L5-A8NW,TCGA-L7-A56G,TCGA-L7-A6VZ,TCGA-LN-A49K,TCGA-LN-A49L,TCGA-LN-A49M,TCGA-LN-A49N,TCGA-LN-A49O,TCGA-LN-A49P,TCGA-LN-A49R,TCGA-LN-A49S,TCGA-LN-A49U,TCGA-LN-A49V,TCGA-LN-A49W,TCGA-LN-A49X,TCGA-LN-A49Y,TCGA-LN-A4A1,TCGA-LN-A4A2,TCGA-LN-A4A3,TCGA-LN-A4A4,TCGA-LN-A4A5,TCGA-LN-A4A6,TCGA-LN-A4A8,TCGA-LN-A4A9,TCGA-LN-A4MQ,TCGA-LN-A4MR,TCGA-LN-A5U5,TCGA-LN-A5U6,TCGA-LN-A5U7,TCGA-LN-A7HV,TCGA-LN-A7HW,TCGA-LN-A7HX,TCGA-LN-A7HY,TCGA-LN-A7HZ,TCGA-LN-A8HZ,TCGA-LN-A8I0,TCGA-LN-A8I1,TCGA-LN-A9FO,TCGA-LN-A9FP,TCGA-LN-A9FQ,TCGA-LN-A9FR,TCGA-M9-A5M8,TCGA-Q9-A6FU,TCGA-Q9-A6FW,TCGA-R6-A6DN,TCGA-R6-A6DQ,TCGA-R6-A6KZ,TCGA-R6-A6L4,TCGA-R6-A6L6,TCGA-R6-A6XG,TCGA-R6-A6XQ,TCGA-R6-A6Y0,TCGA-R6-A6Y2,TCGA-R6-A8W5,TCGA-R6-A8W8,TCGA-R6-A8WC,TCGA-R6-A8WG,TCGA-RE-A7BO,TCGA-S8-A6BV,TCGA-S8-A6BW,TCGA-V5-A7RB,TCGA-V5-A7RC,TCGA-V5-A7RC,TCGA-V5-A7RE,TCGA-V5-AASV,TCGA-V5-AASW,TCGA-V5-AASX,TCGA-VR-A8EO,TCGA-VR-A8EP,TCGA-VR-A8EQ,TCGA-VR-A8ER,TCGA-VR-A8ET,TCGA-VR-A8EU,TCGA-VR-A8EW,TCGA-VR-A8EX,TCGA-VR-A8EY,TCGA-VR-A8EZ,TCGA-VR-A8Q7,TCGA-VR-AA4D,TCGA-VR-AA4G,TCGA-VR-AA7B,TCGA-VR-AA7D,TCGA-VR-AA7I,TCGA-X8-AAAR,TCGA-XP-A8T6,TCGA-XP-A8T8,TCGA-Z6-A8JD,TCGA-Z6-A8JE,TCGA-Z6-A9VB,TCGA-Z6-AAPN,TCGA-ZR-A9CJ
AJAP1,3.5866,1.2579,5.8224,8.8784,6.0976,68.5838,8.1129,47.4768,9.9407,5.6333,8.9078,10.433,3.7267,0.2802,344.7146,12.5166,524.7312,62.029,0,37.9334,6.2582,4.7221,21.8158,3.9425,3.8116,1183.325,143.6424,6.1814,134.5997,8.1666,1.1901,134.1853,50.7677,5.9719,6.499,54.3138,84.0294,1.1571,175.8106,1.0722,4.3944,2.9441,32.2192,6.5263,5.5575,3.6279,9.0376,66.8653,1.4006,10.6038,0.5326,187.3846,5.4368,55.2318,13.0855,87.2336,1.4574,0.7803,9.0279,1.5152,8.2748,6.6038,7.3717,15.3129,8.203,14.3573,9.7118,0.8979,2.53,2.6709,140.631,42.777,4.9669,3.9466,31.9671,6.5975,9.9119,10.1773,0.3037,1.7786,5.0251,31.2044,6.035,3.1909,424.2217,25.8999,3.3346,6.6435,10.4046,7.0779,3.98,13.4731,18.4805,12.2951,77.4434,55.1378,7.2128,19.0464,7.6806,306.8091,126.8525,16.4984,3.7221,15.6336,4.5746,3.0331,2.0348,38.212,2.9278,11.0926,27.4889,21.8902,355.2461,101.6088,8.2001,20.2192,11.0328,320.9034,100.7752,25.6636,7.1679,374.3076,10.2593,0.4112,18.5061,1000.3011,52.5386,5.8626,25.4985,13.8719,21.3112,19.8456,49.9646,3.305,3.2183,3.1767,72.7573,68.2107,8.6154,17.8302,1.8047,4.4031,18.0343,4.8755,17.5035,11.8168,63.152,36.7173,8.5194,1.7539,5.4725,24.2679,6.0719,139.6912,14.2645,32.8089,52.1266,2.3512,2.4,4.917,5.7902,6.0729,71.0412,3.5172,7.2686,38.3833,48.1441,29.1074,8.9297,4.7944,4.4037,4.0837,2.2633,217.1354,182.3233,250.9582,2.9183,4.4689,4.0252,3.6206,312.4313,8.6377,7.6923,9.9038,35.4441
AKAP12,561.4607,760.1677,926.8559,251.016,189.939,3268.5838,2995.4145,407.7025,1692.6279,1014.9946,567.0023,1655.3659,795.0311,256.6725,261.4891,300.9321,620.1613,1478.2338,693.1556,382.4953,541.5458,305.1637,997.9681,1029.6509,378.7095,82.7725,596.9219,636.6816,190.6829,1545.1205,462.9575,64.2971,681.3087,543.4396,99.8245,581.444,344.7192,4155.8191,81.1117,67.2787,498.3979,1366.5358,399.2773,5714.6243,1383.4665,83.4425,149.942,1377.0318,236.6947,617.9676,260.1864,5023.6923,5321.7549,2036.6361,898.5378,915.5783,1310.4202,129.9259,193.9548,169.0909,489.2177,977.3585,764.389,1007.1533,7060.6658,1223.0384,1672.8521,4073.8629,857.0525,468.4829,1621.5262,1151.122,199.2274,321.7972,370.8186,178.448,556.1674,852.9219,94.1374,399.4664,1231.5147,309.128,872.0549,224.2735,461.711,2894.6599,134.2933,251.819,582.659,1051.9043,1724.4884,5313.7725,1701.232,1352.459,741.7775,117.4364,7557.9598,891.2661,271.531,231.2231,1978.8579,571.7537,1493.5118,583.379,169.5639,286.3209,588.6782,1287.6712,1529.7907,230.1719,319.0936,575.7855,334.9577,1050.5735,2872.6527,163.4564,505.547,523.6345,349.9446,808.2264,595.5852,1659.1928,128.8116,103.6184,378.1965,629.0274,1245.9161,195.9799,182.0473,195.8384,484.8291,353.914,8589.0262,777.3279,1094.4997,340.5453,364.8202,1151.967,545.8478,1656.6939,1174.8782,309.1977,309.2876,99.9478,2674.8042,259.2319,1273.6898,336.7781,339.6005,340.836,563.6629,285.1476,1981.3171,376.992,188.4101,293.7887,187.7199,478.4717,95.6,185.3104,631.9253,100,967.3492,99.1207,280.0306,178.7341,612.6424,130.9832,57.2554,129.7903,775.0459,2334.6605,87.8914,269.4572,8774.9288,202.6063,670.2335,1469.9209,1136.95,64.8081,709.107,1545.7674,79.9331,1358.5173,5360.4207
ALB,0,5.4507,15.6477,1.2107,1202.1341,0,6.3492,0.996,5.4222,40.4275,0,0.3864,2.4845,0,6.9802,3.7284,3.4946,0.9965,9.4693,0.3951,17.5231,0,0,1.6427,0.2723,1.2054,84.28,5.2054,0,0,0,1.1981,1.2016,8.2687,0.5199,0.2859,0,0,0,0,0.7324,240.9225,0.6022,0.687,0.3473,0,0,0,1.4006,0,0.7989,0.3077,77.6259,0.5551,731.5985,0.7499,21.3748,1.1705,0,0.303,14.7944,1.5723,11.9081,3145.9322,2.9447,842.7379,0,13.4688,0,0,1.1387,2.4544,0,0,0,0.6283,13.2159,0.3283,1.2147,12.0943,0.7179,0,0,0.4558,0.3946,20.887,0.9094,153204.3657,0,1.3482,129.0666,0.5988,2.0534,5.4645,0,1.0741,0.2576,0,8.3583,0,0.8291,0,2.7916,5.7597,3.0497,0,7.5289,9.3727,13.468,0.5546,7.4294,1.4757,0,3.0791,4.592,24.6887,6.6197,0,3.6914,1.4062,15.3132,0.2638,0,0.8224,1.0094,0.6022,0,0,0.593,1.632,6.7808,0.5513,0.7513,4.2965,2.6331,0.6353,0,0,0.3077,3.3243,1222.1621,0,0,0.3483,9.2123,0,14.364,0.2432,0,0.2923,250.2736,0,39.7011,0.249,0,1.7896,1.9188,0.5878,2,0,2.8951,2.4291,0,0,0.7651,0,0.3675,0.3234,4.2022,0.3425,0.367,0,0.3772,2.9431,32.2512,0,3.8911,12.0316,10.612,0,0.303,1.8778,15.3846,1.9808,0.8645
ALDH1A3,752.6671,886.8847,429.5415,189.9004,87.4177,240.0651,744.5256,542.9349,313.8817,58.305,168.1642,1079.6703,326.6128,3269.7779,642.5948,94.0186,1488.6586,748.7526,885.6407,1284.8444,881.08,521.0744,193.4895,314.1421,511.4457,3017.2777,619.5016,672.3449,757.6083,1545.8772,207.2895,1255.3834,1719.6436,73.4585,269.5418,85.9531,506.4891,338.0928,1181.5255,269.163,942.47,568.3121,561.4453,2225.3167,1096.5856,425.6898,1776.8206,479.7939,128.7255,292.2268,156.3356,1600.7692,522.4647,1138.5124,167.1415,4775.1722,510.204,231.8455,105.9966,524.0515,172.0913,1465.5849,221.3666,205.6264,513.6414,255.4491,1931.9274,2232.5927,1092.6945,217.7778,1153.7432,985.845,576.1507,1019.7025,924.7357,183.9585,41.3913,544.3368,282.3787,415.2992,837.1429,199.0172,1142.6032,375.0382,1211.7863,2090.4741,71.5908,66.906,1412.185,2033.03,2739.9181,1620.8263,2037.5821,934.5036,1227.8081,2304.9194,235.2962,583.2783,1030.5122,711.8609,2594.1196,1793.8017,787.532,454.734,936.8435,644.2766,186.0736,1810.858,974.1736,296.3228,327.89,650.7262,2225.5077,339.4165,908.0016,638.425,199.7965,1111.5126,362.2702,1736.2173,262.3182,889.6703,187.0219,285.8018,247.7086,3049.8404,442.3885,297.3995,450.1905,275.4876,406.1667,1551.3341,1554.7929,490.3412,1098.2358,2975.8926,917.8317,5571.5038,2632.2419,389.8217,1510.5685,1638.2877,2629.2606,44.8964,1165.8775,3113.6706,498.2249,597.6827,301.8184,74.4461,477.6979,213.59,863.9374,204.3277,431.7474,113.3905,196.3735,208.9816,899.224,1202.5968,690.3408,32.4211,960.9305,100.0863,308.8868,12875.522,4866.81,491.4651,1482.1484,112.7669,212.4367,869.0761,79.4606,1837.7861,2072.6055,1236.1672,398.6089,1065.9161,724.7278,203.0159,885.6353,1314.3981,279.786,878.5342,4344.7216
ALK,1.9563,5.0314,0.7278,0,0.3049,0.4341,1.0582,0.332,0.6025,0.3314,0.3873,1.5456,0,0.5604,2.9532,2.3968,2.1505,3.7367,4.9241,1.9757,40.4699,1.7708,20.5326,3.2854,1.9058,0.4018,4.7636,4.2294,1.0855,7.6222,2.3802,0.7987,9.012,0,0.5199,0.2859,0,0.3857,0,2.9485,1.0986,0.4907,0.3011,1.374,1.7367,1.2093,9.4484,2.7533,0.7003,5.891,0,0,1.2082,0.8326,1.5861,0,0.2429,0,0.2912,42.1212,0.2508,5.9748,1.4176,0.4375,0.4207,1.3356,0.3468,0.8979,0.6325,1.0684,9.1097,2.4544,0.5519,0,3.6534,2.5134,0.3671,0.9849,1.2147,1.0671,1.0768,0.8749,3.0175,0,1.9731,10.3043,0.3031,0,1.1561,0.6741,0.5686,1.1976,1.0267,3.643,5.2873,1.4322,1.8032,7.8273,4.2921,3.1893,18.6548,0.2845,4.0323,2.1942,0.9149,1.5165,0.2035,5.0469,0.5856,4.9917,4.8291,2.9515,0,2.1553,14.1041,1.0642,0.7355,6.3025,4.0605,0.7031,0.3258,1.8465,2.2799,10.6908,3.7012,0.6022,0,0.8375,5.3369,0.408,3.3904,11.5766,36.816,7.6014,0,0.953,17.5692,0.6345,0.3077,0.6044,0,0,0,0,0,2.5849,1.2383,0.2432,0,0.2923,1.4593,0,0.9341,6.9721,0.5944,7.1583,12.7918,0.5878,1.2,0.3073,1.0528,4.0486,62.9043,0.6395,43.9939,3.4894,1.1025,8.0854,2.1011,0.6849,7.3394,4.0837,0,1.6351,2.3408,1.4152,3.5668,1.0313,3.6593,2.1723,5.1516,2.6289,3.3445,0,0.8645
ANGPTL3,0.6521,4.6122,5.0946,0.8071,6.7073,19.9674,3.5273,3.3201,5.4222,13.9177,2.7111,1.5456,2.4845,0.2802,1.0739,0,0.5376,2.4911,0,1.1854,3.7549,1.7708,0.4278,2.2998,0.2723,0.4018,2.9315,2.928,0,0,3.8679,2.7955,2.7036,2.9859,0,0.8576,0,1.5428,0.4117,1.6083,0.3662,153.5819,1.8067,6.1828,2.4314,0.4031,0.8216,2.7533,0.7003,2.9455,5.3262,4.3077,9.0614,4.7183,1425.9232,0.9998,1.4574,1.1705,1.7473,1.2121,2.006,2.8302,1.1341,2.8438,1.6827,7.3456,4.1622,3.5917,0.9488,5.8761,1.1387,1.0519,0.8278,0,1.37,0.6283,0,0.9849,2.1257,9.96,1.0768,4.6661,1.0973,0.4558,1.1839,9.1903,2.7283,15.8178,0,1.6852,3.4115,2.6946,4.6201,1.8215,2.4881,0,0.7728,3.1309,3.1626,3.1893,3.3164,1.7067,0.3102,2.4685,1.5249,1.2132,0.2035,1.442,3.2206,2.7732,5.5721,3.6894,0.3978,0.9237,2.296,2.3412,1.7162,49.895,2.2148,6.328,0,1.0551,0.57,0.4112,2.0188,1.2045,1.766,0,1.186,0.408,2.4217,15.4355,0.3757,0.3305,0.8777,0.3177,2.4804,1.5863,0.3077,3.3243,228.1177,0,0,1.393,2.7637,1.4771,0.743,0,0.8813,0.5846,19.336,2.3335,3.2695,0.747,0.2972,0.5965,1.599,2.0573,3.2,1.5366,0,2.4291,1.8777,3.8369,0.3826,1.9385,0.735,0.6468,0.5253,0.3425,1.1009,7.3507,1.8861,3.9241,4.4215,0.4717,0.3243,0.3438,1.8297,0,1.5152,1.8778,1.3378,1.1319,0
ANGPTL7,5.8689,3.7736,2.1834,0,0.9146,1.7363,7.7601,1.328,1.5062,2.9824,1.5492,2.7048,7.4534,1.6813,3.2216,0.5326,0.5376,45.5876,13.2571,1.9757,6.6754,7.0831,11.1218,1.6427,23.4141,4.8217,8.7944,1.952,1.8091,84.9326,7.4383,0.3994,1.2016,0.6891,0.5199,0.8576,0.9925,0,0.4117,0.8041,1.831,1.9627,2.4089,38.4708,39.5971,4.8372,4.108,1.5733,4.2017,2.3564,3.1957,0.9231,4.8327,0.8326,2.974,0.4999,2.1861,0.7803,0.2912,1.8182,3.2598,1.5723,0.5671,0.875,3.5757,0.6678,2.7748,5.3875,4.7438,6.4103,78.0018,10.8696,1.6556,0.3036,1.8267,0.6283,0.7342,4.9245,0.3037,4.2686,2.5126,2.333,0.2743,0.4558,7.1032,2.7849,0.6063,1.5818,4.6243,2.3593,7.3915,27.2455,11.2936,1.3661,2.4881,1.0741,1.0304,21.1337,3.3885,6.0596,17.2039,0.8534,7.7545,6.8568,0.9149,3.0331,2.6453,20.1875,4.6845,1.6639,2.6003,1.9677,0.7956,2.7711,75.7688,0.8513,1.471,9.979,7.7519,2.8124,0.3258,4.7481,1.7099,3.2895,2.3553,0.9033,5.298,2.0938,0,2.448,0.9687,18.7431,294.9038,2.9745,1.1703,0.953,1.4469,1.269,1.2308,0,3.2485,1.4677,0,0,0,2.2157,2.2289,0.9726,0.5875,2.3385,5.4725,5.6003,21.4853,0.498,3.8633,2.6844,1.9188,1.1756,6.4,6.4536,0.7896,2.4291,3.1296,1.9185,1.5302,6.9788,3.6751,0,1.5758,0,1.1009,4.4921,0.3772,5.2322,7.0224,0.7076,1.297,5.1564,13.9054,0.3621,1.5152,5.2577,2.0067,0.8489,1.4408
ANG,297.7926,928.3816,452.9039,121.3432,490.6372,341.6169,734.2928,325.342,137.5068,799.8509,49.361,605.8585,542.1698,14.5765,45.578,37.2037,152.2849,89.277,99.5455,71.8838,52.4482,698.6538,110.2299,51.8899,50.0517,70.4771,29.0143,15.8308,121.3424,139.0445,111.2705,102.5399,244.442,516.0655,24.5974,395.3219,17.752,56.2684,153.3587,304.6438,258.6908,433.6801,752.7733,162.4908,258.7357,40.3104,39.6258,663.7993,186.5161,43.8115,251.6831,227.8462,976.1021,161.4988,281.7566,156.0257,60.0413,309.9298,660.6898,14.2545,283.493,132.0094,99.2373,231.1509,816.6091,204.424,311.2067,193.1605,256.2998,190.7452,106.1166,71.0835,479.3184,57.2647,427.3958,33.0349,55.3671,468.2042,515.4051,555.3757,233.1228,350.5279,502.1352,358.8832,35.4965,272.1326,386.1463,737.7064,118.0578,199.9056,285.0551,314.4222,464.7279,307.3907,309.1704,36.7168,165.5023,28.0895,46.1309,21.7382,78.4392,29.6174,96.1276,59.0894,118.9326,45.5414,142.9656,86.5862,22.433,50.2274,91.2147,34.0921,48.366,66.6554,86.7405,11.4739,19.5035,126.98,62.2518,37.068,16.0202,217.6444,37.5378,19.926,38.3345,22.0114,247.404,65.0838,23.5594,59.6614,79.1419,76.6979,96.6646,25.1706,23.5664,92.5858,19.4337,308.0457,44.9417,471.8102,286.9013,323.2436,134.3463,851.4818,285.2971,223.0724,162.5112,250.5702,596.037,368.4478,244.4327,351.1189,642.0831,42.3481,389.5453,63.3361,36.0633,734.5569,19.544,81.0633,243.5426,16.8543,24.251,633.3141,24.5754,111.1292,59.8787,33.6805,39.8004,11.7256,149.4899,4.4921,327.2727,18.9797,88.4645,16.192,76.4462,419.7559,63.2147,31.4953,106.9327,151.9554,15.7893,61.3894,134.4284
ANO1,675.9048,598.7421,4422.1252,1837.0172,2958.2317,3391.427,1250.7937,2840.6375,1098.5966,1498.4674,1063.1294,2229.9525,382.1946,69.4921,14619.4984,774.7004,23895.6989,1947.5618,2994.5835,11728.539,20195.3195,1927.7848,121.4843,4835.4825,2866.0496,2867.7047,8561.7442,1915.5754,6302.6685,1903.9064,2047.3073,11803.9137,58387.3742,4722.8252,1481.2504,5313.323,757.9191,742.0692,1206.7936,2114.3202,2643.2299,1840.0393,1584.7636,2772.9856,10807.9194,405.1194,338.4991,920.3811,5460.084,18088.6598,15820.2397,2014.1538,1335.347,1225.3677,1055.3656,8270.9492,4980.3255,5642.2162,3563.1183,35680.303,4591.5246,2621.6981,276.7224,1349.9442,3507.7221,683.4725,913.9468,2653.3535,7381.4042,3424.4124,6835.6895,973.352,561.5342,259.2593,5575.979,1268.3003,6120.0441,3270.847,8898.7143,13199.4664,2771.3568,8900.2625,12019.2159,2675.7835,5501.0699,1460.4191,1492.6866,201.8349,5979.1908,1831.4796,2160.0169,4428.7425,1388.6037,4118.3971,2646.1395,39306.1224,2563.1118,8798.1215,876.2636,25461.6489,25921.4426,9222.5857,2951.6633,12671.695,2258.0055,5065.2108,968.7856,1994.2322,10475.1866,2693.8436,16750,92999.5696,61979.5127,14670.7721,23914.0631,25746.0892,6398.0386,1224.2647,1850.8675,4920.0211,884.9067,24218.9396,67036.7626,1930.9211,2339.1655,51149.0515,1046.3576,12426.7169,10074.8647,5472.4602,3703.3001,15859.4267,5871.0275,2814.8393,6047.3961,1724.3283,3431.3766,4204.3147,8872.6427,1203.3847,437.1052,1580.2348,1312.8945,6986.9406,2675.7255,1618.5377,1328.1739,4445.4711,3611.6334,450.1608,401.6782,673.4337,758.057,757.2211,756.6122,1358.288,8066.1976,2332.6965,4153.6,2096.1893,8922.4898,19925.5061,314.5215,5100.2398,1476.2816,1680.7211,85489.5259,30982.859,9726.5923,9625.0293,8349.3578,7115.0587,616.7484,42149.7711,21843.6896,7144.2892,36585.2789,1827.0883,10894.5202,70551.412,2199.1409,5270.1056,34891.6388,4878.3248,1461.278
ANXA2,13046.9514,2028.0922,16708.8792,13608.9397,11777.1341,22193.3804,1827.866,11901.3944,4551.3286,7980.1176,2972.5019,10099.5094,11114.6998,26878.0385,10381.4413,11038.6152,24672.3118,8733.8855,7291.0117,13268.3987,8371.8475,12269.1166,5347.0217,18425.2977,11548.0534,22286.2883,3034.8113,10037.5763,20089.3713,6368.3136,6592.9783,15306.3099,26121.9401,11999.0813,9898.7457,13756.8384,28131.999,23780.5419,38026.1451,14390.9402,9612.3776,4671.2463,5232.7612,7064.5355,7876.346,19768.2153,31242.1563,12413.3455,11178.9216,15360.8247,19364.5806,17060.3077,11889.7531,25411.0464,9919.0087,16180.4662,8043.7212,25335.1541,17476.8987,6864.5455,9703.8616,16109.1195,11842.926,7908.4724,9384.2136,5661.7696,5073.3585,16878.2016,13784.9462,8575.8547,16999.8349,24766.129,15238.9625,39743.1694,18208.928,11765.9441,17801.0279,14986.868,11418.559,7143.4415,7871.5004,11936.7162,4678.2086,46751.453,18685.485,5166.0517,15370.3676,4912.3695,21623.1214,12841.5908,5850.0696,8620.9581,5322.8953,12933.5155,11365.2127,14812.3881,19251.932,7975.2136,6244.5361,20398.0226,12126.8525,15132.6981,12136.3733,15045.8036,8455.6267,15394.6012,8318.2077,9648.522,13226.4676,10369.939,12936.4785,16413.6998,20531.4769,8850.127,6393.7679,18360.3278,8177.2602,10084.5588,8045.4042,19555.6337,13710.5156,21376.4178,9875.1781,26630.3454,18122.14,27357.1213,16700.2208,9488.6935,15476.9847,29672.3786,15829.3557,9002.7563,4485.1675,12894.3237,11691.9251,26204.8339,11924.5556,24675.4442,22269.2993,18084.3155,6213.6798,20895.7926,25893.5978,13445.5859,12916.1677,27750,10048.3546,10264.0729,16024.9706,6365.6825,7300.6202,11507.1754,10838.8603,9688.745,5745.3195,7987.7712,10749.6003,13266.4217,10706,13899.8156,12729.5697,1686.6397,10704.3717,14311.1111,11582.632,40545.1197,18470.4153,12698.2536,18647.4064,14390.9702,6657.6147,11533.6396,11872.8782,20239.0451,15734.1668,22210.036,17285.9922,15782.7432,7521.3613,14754.1636,14493.6627,8899.0538,12432.7759,21962.3656,14811.0367
APC,1214.8679,984.9057,1950.1456,669.1069,1765.8537,1274.8779,1290.6526,1179.2829,1038.0487,259.7962,1181.6421,786.3374,940.7867,2907.4606,744.734,1081.4913,924.4624,1828.7351,924.2074,931.7396,1506.5654,615.0495,1146.8292,1232.0329,1510.4819,936.6148,1379.2598,1389.5079,789.507,1184.1568,568.2832,604.2332,1115.3876,1104.1057,1851.693,714.6558,1666.0326,617.1054,713.5358,331.0326,1725.8995,858.1943,1522.433,1414.8306,1121.2226,1160.133,1993.6121,867.2822,413.5154,1441.8262,1987.7497,600.6154,1339.5756,1630.5856,1716.5799,1283.7593,1059.5094,1468.2013,885.6104,1138.4848,1855.8175,1025.1572,965.6932,927.0886,848.2727,941.9032,1280.5661,939.2243,1248.8931,1247.5962,1261.6932,1462.8331,702.8146,941.105,1276.4014,1045.8687,435.3891,1432.6986,1066.7889,1154.2908,1007.8966,811.0236,547.8118,1082.1652,1910.7734,1188.0526,1102.5388,1351.7874,1042.7746,917.088,1194.5764,1158.3832,987.1663,1146.1749,2541.9485,1457.5725,1207.8825,964.8425,1257.3558,874.8206,1069.1263,1784.099,945.7357,1076.2479,1322.6593,807.704,1288.0514,1336.3374,1134.241,1186.9107,1853.6404,1208.3871,1649.7265,1371.7189,1353.3415,3130.1479,679.3748,1537.8151,1222.2222,1839.3391,778.3661,1115.5368,2081.7897,611.4309,882.5707,986.751,645.9161,558.2077,928.9156,420.6446,335.6509,1268.4675,1625.1641,907.2131,1031.0123,1210.0159,1262.2985,1305.203,633.5404,861.5896,1001.9852,1446.6732,721.3706,749.0858,977.8904,1387.3708,794.9726,1389.6657,1318.7427,941.5376,955.4907,1056.5862,860.3456,1061.504,1302.2288,1594.8102,1393.3483,929.6106,705.6,781.1924,944.598,451.0121,1274.9857,878.3373,2033.2823,1743.5301,1581.0364,997.4127,894.025,1240.7131,376.8807,523.9408,530.3659,1582.4068,2054.1937,1454.0952,912.4514,580.9557,1141.7071,1362.4185,1544.8836,933.6195,730.7692,434.635,712.3406
APEX1,4053.1464,1893.501,1855.8952,3237.7831,2838.4146,1882.5827,2334.7443,2098.9376,1851.6789,2788.8327,3134.7792,3017.0627,2330.4348,2888.4063,3287.6756,3595.2064,4276.0753,3466.1518,2675.6562,2272.844,1959.2443,3041.0126,2387.766,2875.0719,2592.7035,2209.9448,2452.1803,3152.8264,4625.9611,2257.7923,5545.6709,1654.9521,3977.9055,2375.1938,4208.4877,2156.8312,1358.0349,3206.2482,2869.3773,1184.4803,2997.3451,1880.7655,2411.3219,1446.4316,1489.406,1831.7041,1808.7521,2265.1602,3580.1821,1758.4683,1763.249,2455.3846,1937.6274,1298.9176,2288.7732,1431.9815,2321.3505,1465.8603,3151.3284,1949.697,1366.5998,1714.1509,1115.679,2795.7036,3005.6574,2951.586,1884.43,1530.0556,1543.0108,2929.2201,1760.4491,1745.4418,3875,2532.4833,1419.7968,3486.3336,2906.3913,2481.6152,2463.9697,1339.2619,2209.6159,2726.7425,3333.7791,2508.0342,2091.9061,2248.5553,2548.5411,3735.5267,2898.2659,1601.9548,1721.6455,1247.3054,2819.8152,1256.8306,1570.3289,1935.5532,2486.8624,2897.9192,2419.6081,2070.8021,1717.8982,2064.5712,2381.8645,2691.9912,2004.5746,3790.7188,4845.149,3354.0014,2724.3449,5377.7038,2388.1872,2240.915,2330.3829,4127.7808,1761.7056,2123.2308,3205.1486,991.0714,2783.684,2060.116,2961.3098,2162.4901,2112.5677,1995.477,3581.4266,4657.3321,4505.0773,8267.5879,4096.3605,2789.8817,4788.7167,4331.8633,2069.2104,2225.2334,2643.6513,1422.8567,1373.7081,1475.5711,3428.3182,1602.599,1749.5037,1034.2466,2898.1064,5492.9479,1899.5854,1747.7843,2273.7207,2718.2979,1819.9177,3551.8854,2491.4265,2323.1828,2225.1284,2284.6116,1488.8559,3815.972,3090.5021,3572.9611,3645.2,3542.7167,2267.93,4805.2632,3168.3738,1790.5675,2765.1109,2561.9851,2298.4197,2505.1746,2885.3578,3227.2923,7059.4495,2972.1286,4475.6696,1529.758,3560.117,2611.9465,4273.3463,1713.9911,1665.7213,2614.4098,4402.2213,6578.1493,3396.6555,1992.3599,3047.3309
